location,level,month,species,Hg [Mg],time
Pinatubo,D,4,HGCL2,12.753066062927246,38
Pinatubo,D,4,HGCL2,12.6535005569458,40
Pinatubo,D,4,HGCL2,12.553059577941895,42
Pinatubo,D,4,HGCL2,12.454551696777344,44
Pinatubo,D,4,HGCL2,12.357949256896973,46
Pinatubo,D,4,HGCL2,12.261938095092773,48
Pinatubo,D,4,HGCL2,12.167479515075684,50
Pinatubo,D,4,HGCL2,12.068512916564941,52
Pinatubo,D,4,HGCL2,11.972369194030762,54
Pinatubo,D,4,HGCL2,11.879152297973633,56
Pinatubo,D,4,HGCL2,11.78482437133789,58
Pinatubo,D,4,HGCL2,11.693778038024902,60
Pinatubo,D,4,HGCL2,11.604297637939453,62
Pinatubo,D,4,HGCL2,11.51555347442627,64
Pinatubo,D,4,HGCL2,11.425627708435059,66
Pinatubo,D,4,HGCL2,11.334380149841309,68
Pinatubo,D,4,HGCL2,11.24055290222168,70
Pinatubo,D,4,HGCL2,11.147967338562012,72
Pinatubo,D,4,HGCL2,11.056129455566406,74
Pinatubo,D,4,HGCL2,10.964276313781738,76
Pinatubo,D,4,HGCL2,10.874605178833008,78
Pinatubo,D,4,HGCL2,10.782233238220215,80
Pinatubo,D,4,HGCL2,10.693495750427246,82
Pinatubo,D,4,HGCL2,10.60556697845459,84
Pinatubo,D,4,HGCL2,10.520219802856445,86
Pinatubo,D,4,HGCL2,10.434477806091309,88
Pinatubo,D,4,HGCL2,10.347197532653809,90
Pinatubo,D,4,HGCL2,10.258748054504395,92
Pinatubo,D,4,HGCL2,10.17151165008545,94
Pinatubo,D,4,HGCL2,10.08320140838623,96
Pinatubo,D,4,HGCL2,9.996622085571289,98
Pinatubo,D,4,HGCL2,9.911213874816895,100
Pinatubo,D,4,HGCL2,9.825484275817871,102
Pinatubo,D,4,HGCL2,9.739983558654785,104
Pinatubo,D,4,HGCL2,9.655548095703125,106
Pinatubo,D,4,HGCL2,9.572480201721191,108
Pinatubo,D,4,HGCL2,9.489638328552246,110
Pinatubo,D,4,HGCL2,9.404458999633789,112
Pinatubo,D,4,HGCL2,9.322196960449219,114
Pinatubo,D,4,HGCL2,9.240222930908203,116
Pinatubo,D,4,HGCL2,9.160197257995605,118
Pinatubo,D,4,HGCL2,9.079205513000488,120
Pinatubo,D,4,HGCL2,9.000889778137207,122
Pinatubo,D,4,HGCL2,8.9254789352417,124
Pinatubo,D,4,HGCL2,8.850883483886719,126
Pinatubo,D,4,HGCL2,8.774805068969727,128
Pinatubo,D,4,HGCL2,8.69970989227295,130
Pinatubo,D,4,HGCL2,8.625699043273926,132
Pinatubo,D,4,HGCL2,8.552925109863281,134
Pinatubo,D,4,HGCL2,8.48193073272705,136
Pinatubo,D,4,HGCL2,8.409995079040527,138
Pinatubo,D,4,HGCL2,8.338822364807129,140
Pinatubo,D,4,HGCL2,8.266858100891113,142
Pinatubo,D,4,HGCL2,8.193965911865234,144
Pinatubo,D,4,HGCL2,8.12218952178955,146
Pinatubo,D,4,HGCL2,8.052643775939941,148
Pinatubo,D,4,HGCL2,7.980967044830322,150
Pinatubo,D,4,HGCL2,7.909125328063965,152
Pinatubo,D,4,HGCL2,7.839895725250244,154
Pinatubo,D,4,HGCL2,7.771656513214111,156
Pinatubo,D,4,HGCL2,7.703559398651123,158
Pinatubo,D,4,HGCL2,7.638537406921387,160
Pinatubo,D,4,HGCL2,7.572378158569336,162
Pinatubo,D,4,HGCL2,7.50540018081665,164
Pinatubo,D,4,HGCL2,7.438714504241943,166
Pinatubo,D,4,HGCL2,7.373408794403076,168
Pinatubo,D,4,HGCL2,7.310141086578369,170
Pinatubo,D,4,HGCL2,7.246606349945068,172
Pinatubo,D,4,HGCL2,7.179527759552002,174
Pinatubo,D,4,HGCL2,7.116398334503174,176
Pinatubo,D,4,HGCL2,7.053656101226807,178
Pinatubo,D,4,HGCL2,6.990029335021973,180
Pinatubo,5,4,HGBR2,10.830625534057617,2
Pinatubo,5,4,HGBR2,7.83944845199585,4
Pinatubo,5,4,HGBR2,7.174272060394287,6
Pinatubo,5,4,HGBR2,7.073009490966797,8
Pinatubo,5,4,HGBR2,7.026827812194824,10
Pinatubo,5,4,HGBR2,6.995748043060303,12
Pinatubo,5,4,HGBR2,6.962503910064697,14
Pinatubo,5,4,HGBR2,6.921348571777344,16
Pinatubo,5,4,HGBR2,6.875843048095703,18
Pinatubo,5,4,HGBR2,6.823457717895508,20
Pinatubo,5,4,HGBR2,6.764486789703369,22
Pinatubo,5,4,HGBR2,6.703132629394531,24
Pinatubo,5,4,HGBR2,6.640919208526611,26
Pinatubo,5,4,HGBR2,6.574378967285156,28
Pinatubo,5,4,HGBR2,6.517261505126953,30
Pinatubo,5,4,HGBR2,6.466174602508545,32
Pinatubo,5,4,HGBR2,6.41796350479126,34
Pinatubo,5,4,HGBR2,6.369454383850098,36
Pinatubo,5,4,HGBR2,6.3194403648376465,38
Pinatubo,5,4,HGBR2,6.270049095153809,40
Pinatubo,5,4,HGBR2,6.220279693603516,42
Pinatubo,5,4,HGBR2,6.171505928039551,44
Pinatubo,5,4,HGBR2,6.1236772537231445,46
Pinatubo,5,4,HGBR2,6.0761399269104,48
Pinatubo,5,4,HGBR2,6.029370307922363,50
Pinatubo,5,4,HGBR2,5.980370044708252,52
Pinatubo,5,4,HGBR2,5.932765960693359,54
Pinatubo,5,4,HGBR2,5.886626720428467,56
Pinatubo,5,4,HGBR2,5.839941501617432,58
Pinatubo,5,4,HGBR2,5.794875621795654,60
Pinatubo,5,4,HGBR2,5.750589370727539,62
Pinatubo,5,4,HGBR2,5.706660747528076,64
Pinatubo,5,4,HGBR2,5.662147045135498,66
Pinatubo,5,4,HGBR2,5.6169753074646,68
Pinatubo,5,4,HGBR2,5.570522785186768,70
Pinatubo,5,4,HGBR2,5.524672031402588,72
Pinatubo,5,4,HGBR2,5.479199409484863,74
Pinatubo,5,4,HGBR2,5.4337158203125,76
Pinatubo,5,4,HGBR2,5.389316082000732,78
Pinatubo,5,4,HGBR2,5.343577861785889,80
Pinatubo,5,4,HGBR2,5.29962158203125,82
Pinatubo,5,4,HGBR2,5.256098747253418,84
Pinatubo,5,4,HGBR2,5.213829517364502,86
Pinatubo,5,4,HGBR2,5.171367645263672,88
Pinatubo,5,4,HGBR2,5.128140449523926,90
Pinatubo,5,4,HGBR2,5.084330081939697,92
Pinatubo,5,4,HGBR2,5.041131019592285,94
Pinatubo,5,4,HGBR2,4.997391700744629,96
Pinatubo,5,4,HGBR2,4.954512119293213,98
Pinatubo,5,4,HGBR2,4.912202835083008,100
Pinatubo,5,4,HGBR2,4.869736671447754,102
Pinatubo,5,4,HGBR2,4.827383995056152,104
Pinatubo,5,4,HGBR2,4.785560131072998,106
Pinatubo,5,4,HGBR2,4.7444233894348145,108
Pinatubo,5,4,HGBR2,4.7033820152282715,110
Pinatubo,5,4,HGBR2,4.661118030548096,112
Pinatubo,5,4,HGBR2,4.6203532218933105,114
Pinatubo,5,4,HGBR2,4.5797343254089355,116
Pinatubo,5,4,HGBR2,4.54010534286499,118
Pinatubo,5,4,HGBR2,4.500000476837158,120
Pinatubo,5,4,HGBR2,4.4612135887146,122
Pinatubo,5,4,HGBR2,4.423868179321289,124
Pinatubo,5,4,HGBR2,4.386926174163818,126
Pinatubo,5,4,HGBR2,4.3492536544799805,128
Pinatubo,5,4,HGBR2,4.312064170837402,130
Pinatubo,5,4,HGBR2,4.27540922164917,132
Pinatubo,5,4,HGBR2,4.2393622398376465,134
Pinatubo,5,4,HGBR2,4.2042083740234375,136
Pinatubo,5,4,HGBR2,4.168584823608398,138
Pinatubo,5,4,HGBR2,4.133336067199707,140
Pinatubo,5,4,HGBR2,4.097692489624023,142
Pinatubo,5,4,HGBR2,4.061580657958984,144
Pinatubo,5,4,HGBR2,4.0260467529296875,146
Pinatubo,5,4,HGBR2,3.991598606109619,148
Pinatubo,5,4,HGBR2,3.9560883045196533,150
Pinatubo,5,4,HGBR2,3.9205050468444824,152
Pinatubo,5,4,HGBR2,3.8862125873565674,154
Pinatubo,5,4,HGBR2,3.852416515350342,156
Pinatubo,5,4,HGBR2,3.8186872005462646,158
Pinatubo,5,4,HGBR2,3.7864842414855957,160
Pinatubo,5,4,HGBR2,3.753713607788086,162
Pinatubo,5,4,HGBR2,3.720538854598999,164
Pinatubo,5,4,HGBR2,3.687504768371582,166
Pinatubo,5,4,HGBR2,3.6551480293273926,168
Pinatubo,5,4,HGBR2,3.6238064765930176,170
Pinatubo,5,4,HGBR2,3.5923314094543457,172
Pinatubo,5,4,HGBR2,3.5590994358062744,174
Pinatubo,5,4,HGBR2,3.5278267860412598,176
Pinatubo,5,4,HGBR2,3.496746301651001,178
Pinatubo,5,4,HGBR2,3.465226411819458,180
Pinatubo,10,4,HGBR2,23.776872634887695,2
Pinatubo,10,4,HGBR2,15.445382118225098,4
Pinatubo,10,4,HGBR2,13.884592056274414,6
Pinatubo,10,4,HGBR2,13.672297477722168,8
Pinatubo,10,4,HGBR2,13.592923164367676,10
Pinatubo,10,4,HGBR2,13.537416458129883,12
Pinatubo,10,4,HGBR2,13.474344253540039,14
Pinatubo,10,4,HGBR2,13.39159870147705,16
Pinatubo,10,4,HGBR2,13.302225112915039,18
Pinatubo,10,4,HGBR2,13.19803524017334,20
Pinatubo,10,4,HGBR2,13.082291603088379,22
Pinatubo,10,4,HGBR2,12.964125633239746,24
Pinatubo,10,4,HGBR2,12.8453369140625,26
Pinatubo,10,4,HGBR2,12.719854354858398,28
Pinatubo,10,4,HGBR2,12.610727310180664,30
Pinatubo,10,4,HGBR2,12.512100219726562,32
Pinatubo,10,4,HGBR2,12.419076919555664,34
Pinatubo,10,4,HGBR2,12.325782775878906,36
Pinatubo,10,4,HGBR2,12.229267120361328,38
Pinatubo,10,4,HGBR2,12.133018493652344,40
Pinatubo,10,4,HGBR2,12.035521507263184,42
Pinatubo,10,4,HGBR2,11.939498901367188,44
Pinatubo,10,4,HGBR2,11.845229148864746,46
Pinatubo,10,4,HGBR2,11.751544952392578,48
Pinatubo,10,4,HGBR2,11.659419059753418,50
Pinatubo,10,4,HGBR2,11.562987327575684,52
Pinatubo,10,4,HGBR2,11.469242095947266,54
Pinatubo,10,4,HGBR2,11.378341674804688,56
Pinatubo,10,4,HGBR2,11.286444664001465,58
Pinatubo,10,4,HGBR2,11.197793006896973,60
Pinatubo,10,4,HGBR2,11.110750198364258,62
Pinatubo,10,4,HGBR2,11.024565696716309,64
Pinatubo,10,4,HGBR2,10.93720531463623,66
Pinatubo,10,4,HGBR2,10.848615646362305,68
Pinatubo,10,4,HGBR2,10.75754451751709,70
Pinatubo,10,4,HGBR2,10.667744636535645,72
Pinatubo,10,4,HGBR2,10.578781127929688,74
Pinatubo,10,4,HGBR2,10.489908218383789,76
Pinatubo,10,4,HGBR2,10.403127670288086,78
Pinatubo,10,4,HGBR2,10.313754081726074,80
Pinatubo,10,4,HGBR2,10.227941513061523,82
Pinatubo,10,4,HGBR2,10.142953872680664,84
Pinatubo,10,4,HGBR2,10.060528755187988,86
Pinatubo,10,4,HGBR2,9.977802276611328,88
Pinatubo,10,4,HGBR2,9.89360523223877,90
Pinatubo,10,4,HGBR2,9.808309555053711,92
Pinatubo,10,4,HGBR2,9.724260330200195,94
Pinatubo,10,4,HGBR2,9.639181137084961,96
Pinatubo,10,4,HGBR2,9.555818557739258,98
Pinatubo,10,4,HGBR2,9.473630905151367,100
Pinatubo,10,4,HGBR2,9.391178131103516,102
Pinatubo,10,4,HGBR2,9.3089599609375,104
Pinatubo,10,4,HGBR2,9.227791786193848,106
Pinatubo,10,4,HGBR2,9.14801025390625,108
Pinatubo,10,4,HGBR2,9.068432807922363,110
Pinatubo,10,4,HGBR2,8.986651420593262,112
Pinatubo,10,4,HGBR2,8.907681465148926,114
Pinatubo,10,4,HGBR2,8.829012870788574,116
Pinatubo,10,4,HGBR2,8.75223445892334,118
Pinatubo,10,4,HGBR2,8.674552917480469,120
Pinatubo,10,4,HGBR2,8.599420547485352,122
Pinatubo,10,4,HGBR2,8.527081489562988,124
Pinatubo,10,4,HGBR2,8.455578804016113,126
Pinatubo,10,4,HGBR2,8.382696151733398,128
Pinatubo,10,4,HGBR2,8.310815811157227,130
Pinatubo,10,4,HGBR2,8.239970207214355,132
Pinatubo,10,4,HGBR2,8.170233726501465,134
Pinatubo,10,4,HGBR2,8.102180480957031,136
Pinatubo,10,4,HGBR2,8.033241271972656,138
Pinatubo,10,4,HGBR2,7.965052604675293,140
Pinatubo,10,4,HGBR2,7.896131992340088,142
Pinatubo,10,4,HGBR2,7.826301574707031,144
Pinatubo,10,4,HGBR2,7.757532596588135,146
Pinatubo,10,4,HGBR2,7.690892696380615,148
Pinatubo,10,4,HGBR2,7.622279167175293,150
Pinatubo,10,4,HGBR2,7.55354118347168,152
Pinatubo,10,4,HGBR2,7.487287521362305,154
Pinatubo,10,4,HGBR2,7.421998500823975,156
Pinatubo,10,4,HGBR2,7.356840133666992,158
Pinatubo,10,4,HGBR2,7.294647693634033,160
Pinatubo,10,4,HGBR2,7.231382369995117,162
Pinatubo,10,4,HGBR2,7.16733980178833,164
Pinatubo,10,4,HGBR2,7.103571891784668,166
Pinatubo,10,4,HGBR2,7.041083812713623,168
Pinatubo,10,4,HGBR2,6.980537414550781,170
Pinatubo,10,4,HGBR2,6.919750690460205,172
Pinatubo,10,4,HGBR2,6.855593681335449,174
Pinatubo,10,4,HGBR2,6.79518985748291,176
Pinatubo,10,4,HGBR2,6.735156059265137,178
Pinatubo,10,4,HGBR2,6.674294471740723,180
Pinatubo,20,4,HGBR2,97.25987243652344,2
Pinatubo,20,4,HGBR2,93.01278686523438,4
Pinatubo,20,4,HGBR2,81.00208282470703,6
Pinatubo,20,4,HGBR2,71.10611724853516,8
Pinatubo,20,4,HGBR2,65.05828094482422,10
Pinatubo,20,4,HGBR2,63.28675079345703,12
Pinatubo,20,4,HGBR2,62.558624267578125,14
Pinatubo,20,4,HGBR2,62.12451934814453,16
Pinatubo,20,4,HGBR2,61.67859649658203,18
Pinatubo,20,4,HGBR2,61.1396484375,20
Pinatubo,20,4,HGBR2,60.495582580566406,22
Pinatubo,20,4,HGBR2,59.802921295166016,24
Pinatubo,20,4,HGBR2,59.10092544555664,26
Pinatubo,20,4,HGBR2,58.362770080566406,28
Pinatubo,20,4,HGBR2,57.75873565673828,30
Pinatubo,20,4,HGBR2,57.239749908447266,32
Pinatubo,20,4,HGBR2,56.758358001708984,34
Pinatubo,20,4,HGBR2,56.27751159667969,36
Pinatubo,20,4,HGBR2,55.79070281982422,38
Pinatubo,20,4,HGBR2,55.3166389465332,40
Pinatubo,20,4,HGBR2,54.84648513793945,42
Pinatubo,20,4,HGBR2,54.392112731933594,44
Pinatubo,20,4,HGBR2,53.948768615722656,46
Pinatubo,20,4,HGBR2,53.50816345214844,48
Pinatubo,20,4,HGBR2,53.07474136352539,50
Pinatubo,20,4,HGBR2,52.62204360961914,52
Pinatubo,20,4,HGBR2,52.18446731567383,54
Pinatubo,20,4,HGBR2,51.76255416870117,56
Pinatubo,20,4,HGBR2,51.33660888671875,58
Pinatubo,20,4,HGBR2,50.92659378051758,60
Pinatubo,20,4,HGBR2,50.52498245239258,62
Pinatubo,20,4,HGBR2,50.1277961730957,64
Pinatubo,20,4,HGBR2,49.72623062133789,66
Pinatubo,20,4,HGBR2,49.31917953491211,68
Pinatubo,20,4,HGBR2,48.900421142578125,70
Pinatubo,20,4,HGBR2,48.487857818603516,72
Pinatubo,20,4,HGBR2,48.0790901184082,74
Pinatubo,20,4,HGBR2,47.67110061645508,76
Pinatubo,20,4,HGBR2,47.273521423339844,78
Pinatubo,20,4,HGBR2,46.864253997802734,80
Pinatubo,20,4,HGBR2,46.4716682434082,82
Pinatubo,20,4,HGBR2,46.08295440673828,84
Pinatubo,20,4,HGBR2,45.705848693847656,86
Pinatubo,20,4,HGBR2,45.32759475708008,88
Pinatubo,20,4,HGBR2,44.9427375793457,90
Pinatubo,20,4,HGBR2,44.553165435791016,92
Pinatubo,20,4,HGBR2,44.169410705566406,94
Pinatubo,20,4,HGBR2,43.78111267089844,96
Pinatubo,20,4,HGBR2,43.4007453918457,98
Pinatubo,20,4,HGBR2,43.025856018066406,100
Pinatubo,20,4,HGBR2,42.649906158447266,102
Pinatubo,20,4,HGBR2,42.27501678466797,104
Pinatubo,20,4,HGBR2,41.905025482177734,106
Pinatubo,20,4,HGBR2,41.54134750366211,108
Pinatubo,20,4,HGBR2,41.17889404296875,110
Pinatubo,20,4,HGBR2,40.8061637878418,112
Pinatubo,20,4,HGBR2,40.4463996887207,114
Pinatubo,20,4,HGBR2,40.08795166015625,116
Pinatubo,20,4,HGBR2,39.73827362060547,118
Pinatubo,20,4,HGBR2,39.38447189331055,120
Pinatubo,20,4,HGBR2,39.04245376586914,122
Pinatubo,20,4,HGBR2,38.7132682800293,124
Pinatubo,20,4,HGBR2,38.38768005371094,126
Pinatubo,20,4,HGBR2,38.05571746826172,128
Pinatubo,20,4,HGBR2,37.72808837890625,130
Pinatubo,20,4,HGBR2,37.405242919921875,132
Pinatubo,20,4,HGBR2,37.087806701660156,134
Pinatubo,20,4,HGBR2,36.77812576293945,136
Pinatubo,20,4,HGBR2,36.4643669128418,138
Pinatubo,20,4,HGBR2,36.1540412902832,140
Pinatubo,20,4,HGBR2,35.840354919433594,142
Pinatubo,20,4,HGBR2,35.522701263427734,144
Pinatubo,20,4,HGBR2,35.21003723144531,146
Pinatubo,20,4,HGBR2,34.90706253051758,148
Pinatubo,20,4,HGBR2,34.594818115234375,150
Pinatubo,20,4,HGBR2,34.28190231323242,152
Pinatubo,20,4,HGBR2,33.980377197265625,154
Pinatubo,20,4,HGBR2,33.68324661254883,156
Pinatubo,20,4,HGBR2,33.38672637939453,158
Pinatubo,20,4,HGBR2,33.10369110107422,160
Pinatubo,20,4,HGBR2,32.8156623840332,162
Pinatubo,20,4,HGBR2,32.52413558959961,164
Pinatubo,20,4,HGBR2,32.23387908935547,166
Pinatubo,20,4,HGBR2,31.949634552001953,168
Pinatubo,20,4,HGBR2,31.67432975769043,170
Pinatubo,20,4,HGBR2,31.39788818359375,172
Pinatubo,20,4,HGBR2,31.10602569580078,174
Pinatubo,20,4,HGBR2,30.831401824951172,176
Pinatubo,20,4,HGBR2,30.558483123779297,178
Pinatubo,20,4,HGBR2,30.281705856323242,180
Pinatubo,30,4,HGBR2,100.06671905517578,2
Pinatubo,30,4,HGBR2,98.67993927001953,4
Pinatubo,30,4,HGBR2,93.9522476196289,6
Pinatubo,30,4,HGBR2,90.52515411376953,8
Pinatubo,30,4,HGBR2,87.30606079101562,10
Pinatubo,30,4,HGBR2,84.64865112304688,12
Pinatubo,30,4,HGBR2,82.39842224121094,14
Pinatubo,30,4,HGBR2,80.56784057617188,16
Pinatubo,30,4,HGBR2,79.07345581054688,18
Pinatubo,30,4,HGBR2,78.21448516845703,20
Pinatubo,30,4,HGBR2,77.55168914794922,22
Pinatubo,30,4,HGBR2,76.9912338256836,24
Pinatubo,30,4,HGBR2,76.51632690429688,26
Pinatubo,30,4,HGBR2,76.01313781738281,28
Pinatubo,30,4,HGBR2,75.54947662353516,30
Pinatubo,30,4,HGBR2,75.0937728881836,32
Pinatubo,30,4,HGBR2,74.65594482421875,34
Pinatubo,30,4,HGBR2,74.20625305175781,36
Pinatubo,30,4,HGBR2,73.74118041992188,38
Pinatubo,30,4,HGBR2,73.2864761352539,40
Pinatubo,30,4,HGBR2,72.81842041015625,42
Pinatubo,30,4,HGBR2,72.36502075195312,44
Pinatubo,30,4,HGBR2,71.92001342773438,46
Pinatubo,30,4,HGBR2,71.47827911376953,48
Pinatubo,30,4,HGBR2,71.03455352783203,50
Pinatubo,30,4,HGBR2,70.56120300292969,52
Pinatubo,30,4,HGBR2,70.10008239746094,54
Pinatubo,30,4,HGBR2,69.64187622070312,56
Pinatubo,30,4,HGBR2,69.17510986328125,58
Pinatubo,30,4,HGBR2,68.72103881835938,60
Pinatubo,30,4,HGBR2,68.26451110839844,62
Pinatubo,30,4,HGBR2,67.80060577392578,64
Pinatubo,30,4,HGBR2,67.32975769042969,66
Pinatubo,30,4,HGBR2,66.85313415527344,68
Pinatubo,30,4,HGBR2,66.36483764648438,70
Pinatubo,30,4,HGBR2,65.87692260742188,72
Pinatubo,30,4,HGBR2,65.38552856445312,74
Pinatubo,30,4,HGBR2,64.884521484375,76
Pinatubo,30,4,HGBR2,64.39970397949219,78
Pinatubo,30,4,HGBR2,63.89970397949219,80
Pinatubo,30,4,HGBR2,63.414974212646484,82
Pinatubo,30,4,HGBR2,62.93397903442383,84
Pinatubo,30,4,HGBR2,62.46104431152344,86
Pinatubo,30,4,HGBR2,61.98062515258789,88
Pinatubo,30,4,HGBR2,61.491302490234375,90
Pinatubo,30,4,HGBR2,60.993099212646484,92
Pinatubo,30,4,HGBR2,60.49729919433594,94
Pinatubo,30,4,HGBR2,59.993812561035156,96
Pinatubo,30,4,HGBR2,59.49775695800781,98
Pinatubo,30,4,HGBR2,59.005157470703125,100
Pinatubo,30,4,HGBR2,58.50838851928711,102
Pinatubo,30,4,HGBR2,58.012733459472656,104
Pinatubo,30,4,HGBR2,57.521610260009766,106
Pinatubo,30,4,HGBR2,57.03597640991211,108
Pinatubo,30,4,HGBR2,56.55242156982422,110
Pinatubo,30,4,HGBR2,56.050960540771484,112
Pinatubo,30,4,HGBR2,55.5657958984375,114
Pinatubo,30,4,HGBR2,55.080718994140625,116
Pinatubo,30,4,HGBR2,54.60731887817383,118
Pinatubo,30,4,HGBR2,54.127201080322266,120
Pinatubo,30,4,HGBR2,53.6632080078125,122
Pinatubo,30,4,HGBR2,53.21710205078125,124
Pinatubo,30,4,HGBR2,52.77108383178711,126
Pinatubo,30,4,HGBR2,52.314144134521484,128
Pinatubo,30,4,HGBR2,51.858028411865234,130
Pinatubo,30,4,HGBR2,51.4093017578125,132
Pinatubo,30,4,HGBR2,50.973472595214844,134
Pinatubo,30,4,HGBR2,50.55030059814453,136
Pinatubo,30,4,HGBR2,50.120704650878906,138
Pinatubo,30,4,HGBR2,49.694358825683594,140
Pinatubo,30,4,HGBR2,49.26179885864258,142
Pinatubo,30,4,HGBR2,48.82576370239258,144
Pinatubo,30,4,HGBR2,48.39636993408203,146
Pinatubo,30,4,HGBR2,47.98297119140625,148
Pinatubo,30,4,HGBR2,47.552032470703125,150
Pinatubo,30,4,HGBR2,47.11750411987305,152
Pinatubo,30,4,HGBR2,46.699310302734375,154
Pinatubo,30,4,HGBR2,46.286964416503906,156
Pinatubo,30,4,HGBR2,45.87545394897461,158
Pinatubo,30,4,HGBR2,45.48172378540039,160
Pinatubo,30,4,HGBR2,45.07926559448242,162
Pinatubo,30,4,HGBR2,44.67206573486328,164
Pinatubo,30,4,HGBR2,44.26694107055664,166
Pinatubo,30,4,HGBR2,43.87263488769531,168
Pinatubo,30,4,HGBR2,43.49237823486328,170
Pinatubo,30,4,HGBR2,43.10963821411133,172
Pinatubo,30,4,HGBR2,42.70399475097656,174
Pinatubo,30,4,HGBR2,42.324546813964844,176
Pinatubo,30,4,HGBR2,41.94784927368164,178
Pinatubo,30,4,HGBR2,41.56426239013672,180
Pinatubo,35,4,HGBR2,100.14375305175781,2
Pinatubo,35,4,HGBR2,100.14354705810547,4
Pinatubo,35,4,HGBR2,100.13931274414062,6
Pinatubo,35,4,HGBR2,100.12976837158203,8
Pinatubo,35,4,HGBR2,100.12223815917969,10
Pinatubo,35,4,HGBR2,100.10173034667969,12
Pinatubo,35,4,HGBR2,100.06366729736328,14
Pinatubo,35,4,HGBR2,100.02833557128906,16
Pinatubo,35,4,HGBR2,99.97401428222656,18
Pinatubo,35,4,HGBR2,99.90191650390625,20
Pinatubo,35,4,HGBR2,99.79690551757812,22
Pinatubo,35,4,HGBR2,99.69478607177734,24
Pinatubo,35,4,HGBR2,99.60204315185547,26
Pinatubo,35,4,HGBR2,99.49131774902344,28
Pinatubo,35,4,HGBR2,99.36859130859375,30
Pinatubo,35,4,HGBR2,99.24784088134766,32
Pinatubo,35,4,HGBR2,99.12407684326172,34
Pinatubo,35,4,HGBR2,98.99337005615234,36
Pinatubo,35,4,HGBR2,98.85151672363281,38
Pinatubo,35,4,HGBR2,98.70079803466797,40
Pinatubo,35,4,HGBR2,98.5291976928711,42
Pinatubo,35,4,HGBR2,98.34941864013672,44
Pinatubo,35,4,HGBR2,98.16657257080078,46
Pinatubo,35,4,HGBR2,97.98213195800781,48
Pinatubo,35,4,HGBR2,97.79691314697266,50
Pinatubo,35,4,HGBR2,97.59529113769531,52
Pinatubo,35,4,HGBR2,97.39249420166016,54
Pinatubo,35,4,HGBR2,97.18498229980469,56
Pinatubo,35,4,HGBR2,96.96849060058594,58
Pinatubo,35,4,HGBR2,96.75843048095703,60
Pinatubo,35,4,HGBR2,96.54203033447266,62
Pinatubo,35,4,HGBR2,96.31547546386719,64
Pinatubo,35,4,HGBR2,96.08111572265625,66
Pinatubo,35,4,HGBR2,95.84122467041016,68
Pinatubo,35,4,HGBR2,95.59295654296875,70
Pinatubo,35,4,HGBR2,95.34075164794922,72
Pinatubo,35,4,HGBR2,95.08280944824219,74
Pinatubo,35,4,HGBR2,94.81421661376953,76
Pinatubo,35,4,HGBR2,94.55010223388672,78
Pinatubo,35,4,HGBR2,94.2728271484375,80
Pinatubo,35,4,HGBR2,93.99958038330078,82
Pinatubo,35,4,HGBR2,93.72515869140625,84
Pinatubo,35,4,HGBR2,93.45299530029297,86
Pinatubo,35,4,HGBR2,93.17084503173828,88
Pinatubo,35,4,HGBR2,92.88018798828125,90
Pinatubo,35,4,HGBR2,92.58011627197266,92
Pinatubo,35,4,HGBR2,92.27771759033203,94
Pinatubo,35,4,HGBR2,91.96605682373047,96
Pinatubo,35,4,HGBR2,91.6550521850586,98
Pinatubo,35,4,HGBR2,91.3412857055664,100
Pinatubo,35,4,HGBR2,91.01991271972656,102
Pinatubo,35,4,HGBR2,90.69599914550781,104
Pinatubo,35,4,HGBR2,90.37060546875,106
Pinatubo,35,4,HGBR2,90.04485321044922,108
Pinatubo,35,4,HGBR2,89.71611785888672,110
Pinatubo,35,4,HGBR2,89.37129211425781,112
Pinatubo,35,4,HGBR2,89.03430938720703,114
Pinatubo,35,4,HGBR2,88.69486999511719,116
Pinatubo,35,4,HGBR2,88.35967254638672,118
Pinatubo,35,4,HGBR2,88.01602935791016,120
Pinatubo,35,4,HGBR2,87.67987823486328,122
Pinatubo,35,4,HGBR2,87.35273742675781,124
Pinatubo,35,4,HGBR2,87.0235824584961,126
Pinatubo,35,4,HGBR2,86.68360900878906,128
Pinatubo,35,4,HGBR2,86.34256744384766,130
Pinatubo,35,4,HGBR2,86.00365447998047,132
Pinatubo,35,4,HGBR2,85.67010498046875,134
Pinatubo,35,4,HGBR2,85.3451156616211,136
Pinatubo,35,4,HGBR2,85.01271057128906,138
Pinatubo,35,4,HGBR2,84.6788101196289,140
Pinatubo,35,4,HGBR2,84.33702087402344,142
Pinatubo,35,4,HGBR2,83.98721313476562,144
Pinatubo,35,4,HGBR2,83.6406478881836,146
Pinatubo,35,4,HGBR2,83.30354309082031,148
Pinatubo,35,4,HGBR2,82.95169830322266,150
Pinatubo,35,4,HGBR2,82.59620666503906,152
Pinatubo,35,4,HGBR2,82.25102996826172,154
Pinatubo,35,4,HGBR2,81.90910339355469,156
Pinatubo,35,4,HGBR2,81.56482696533203,158
Pinatubo,35,4,HGBR2,81.23387908935547,160
Pinatubo,35,4,HGBR2,80.89387512207031,162
Pinatubo,35,4,HGBR2,80.5476303100586,164
Pinatubo,35,4,HGBR2,80.2009506225586,166
Pinatubo,35,4,HGBR2,79.8597640991211,168
Pinatubo,35,4,HGBR2,79.52776336669922,170
